Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2025-10-22 14:30:00+00:00,258.4299011230469,253.67999267578125,522.7100219726562,261.1300048828125,257.17999267578125,525.219970703125,257.6401062011719,252.8699951171875,521.2000122070312,260.0,253.9250030517578,523.510009765625,5930214,3974722,2936035
2025-10-22 15:30:00+00:00,258.54998779296875,252.4600067138672,523.0050048828125,259.489990234375,254.8300018310547,524.1699829101562,258.04998779296875,252.27999877929688,522.0800170898438,258.45001220703125,253.72000122070312,522.6920166015625,3763921,2073807,1597372
2025-10-22 16:30:00+00:00,256.69140625,251.58999633789062,520.5546264648438,258.7699890136719,252.77000427246094,523.469970703125,256.29998779296875,250.4510040283203,520.0999755859375,258.54998779296875,252.41000366210938,523.0599975585938,4679141,1843035,1956352
2025-10-22 17:30:00+00:00,256.5509948730469,251.97109985351562,519.3300170898438,257.0798034667969,252.22000122070312,520.4600219726562,255.42999267578125,250.62420654296875,517.7100219726562,256.6700134277344,251.5800018310547,520.4600219726562,4221043,1352067,1278842
2025-10-22 18:30:00+00:00,257.510009765625,252.44000244140625,520.010009765625,257.67999267578125,252.75999450683594,520.1795043945312,256.1400146484375,251.57640075683594,518.9550170898438,256.54998779296875,251.97000122070312,519.3400268554688,3195141,1246308,1171299
2025-10-22 19:30:00+00:00,258.42999267578125,252.52000427246094,520.47998046875,258.80999755859375,252.75999450683594,520.9754028320312,257.42999267578125,251.67999267578125,519.5999755859375,257.5199890136719,252.39999389648438,520.030029296875,4263522,1323816,1455128
2025-10-23 13:30:00+00:00,259.4798889160156,254.6300048828125,521.4050903320312,260.1799011230469,255.86000061035156,523.2000122070312,258.0101013183594,252.76829528808594,518.6300048828125,259.8900146484375,253.85000610351562,522.2999877929688,6251007,2944025,2797429
2025-10-23 14:30:00+00:00,259.3999938964844,254.8249969482422,523.158203125,259.67999267578125,255.61000061035156,523.2349853515625,258.7300109863281,253.9499969482422,521.2550048828125,259.4200134277344,254.64959716796875,521.3499755859375,2852790,1090464,1388216
2025-10-23 15:30:00+00:00,260.0400085449219,255.35009765625,522.489990234375,260.6199035644531,255.57989501953125,523.9500122070312,259.0834045410156,254.22000122070312,521.4500122070312,259.3999938964844,254.8699951171875,523.1699829101562,3168121,1033282,1129335
2025-10-23 16:30:00+00:00,259.8599853515625,254.61000061035156,522.0599975585938,260.54998779296875,255.47999572753906,523.1099853515625,259.5199890136719,254.41000366210938,521.6300048828125,260.04998779296875,255.38999938964844,522.510009765625,2574209,1062244,856388
2025-10-23 17:30:00+00:00,259.9700012207031,255.3699951171875,523.1900024414062,260.42498779296875,255.38400268554688,523.3150024414062,259.8299865722656,254.58999633789062,522.010009765625,259.8800048828125,254.64999389648438,522.0900268554688,3320192,621593,866501
2025-10-23 18:30:00+00:00,259.8999938964844,254.4199981689453,522.5700073242188,260.0199890136719,255.38499450683594,523.6199951171875,259.6199951171875,254.2899932861328,522.3499755859375,259.9700012207031,255.36500549316406,523.1699829101562,2237171,1475381,1159348
2025-10-23 19:30:00+00:00,259.5799865722656,253.74000549316406,520.6749877929688,260.04998779296875,254.5377960205078,522.9299926757812,259.0799865722656,253.30999755859375,520.1400146484375,259.9100036621094,254.44000244140625,522.489990234375,3143856,2016241,1863494
2025-10-24 13:30:00+00:00,260.94140625,261.1499938964844,523.114990234375,261.6199951171875,262.510009765625,525.0499877929688,259.17999267578125,256.1000061035156,520.7100219726562,261.19000244140625,257.29998779296875,522.489990234375,7287527,5691820,3190181
2025-10-24 14:30:00+00:00,263.2799987792969,261.2349853515625,523.2050170898438,263.3599853515625,261.4649963378906,523.780029296875,260.7900085449219,259.6499938964844,522.0,260.94000244140625,261.1499938964844,523.030029296875,5490920,2223302,1462281
2025-10-24 15:30:00+00:00,263.5799865722656,261.4150085449219,523.9400024414062,264.0299987792969,261.6300048828125,523.9400024414062,262.95001220703125,260.6300048828125,522.1400146484375,263.2900085449219,261.260009765625,523.2000122070312,4458666,1411885,1041340
2025-10-24 16:30:00+00:00,263.6099853515625,261.80999755859375,523.7849731445312,263.7099914550781,262.2200012207031,525.02001953125,262.8500061035156,261.0,523.3499755859375,263.5899963378906,261.4100036621094,523.8800048828125,2930456,1467413,1173752
2025-10-24 17:30:00+00:00,264.0199890136719,262.0,524.8200073242188,264.1300048828125,262.25,525.0999755859375,263.4100036621094,261.57501220703125,523.6699829101562,263.6099853515625,261.7929992675781,523.77001953125,2843868,1139624,1097997
2025-10-24 18:30:00+00:00,263.5,261.2438049316406,524.85498046875,264.1000061035156,262.1300048828125,525.344970703125,263.1499938964844,261.1000061035156,524.6710815429688,264.0249938964844,262.0400085449219,524.8400268554688,3187549,1122818,1206189
2025-10-24 19:30:00+00:00,262.739990234375,260.5150146484375,523.5,263.6600036621094,261.34259033203125,525.260009765625,262.1300048828125,260.29998779296875,522.9500122070312,263.510009765625,261.2200012207031,524.8300170898438,4742484,2671214,2676795
2025-10-27 13:30:00+00:00,265.7300109863281,265.6400146484375,533.2249755859375,267.04998779296875,267.3399963378906,533.7999267578125,264.65008544921875,264.94000244140625,529.010009765625,264.8800048828125,265.364990234375,531.7091064453125,9319511,5470537,4991642
2025-10-27 14:30:00+00:00,265.7099914550781,267.07000732421875,532.6651000976562,266.4200134277344,267.1700134277344,534.5800170898438,265.19500732421875,265.0400085449219,532.239990234375,265.739990234375,265.6400146484375,533.260009765625,4050852,2353304,2235243
2025-10-27 15:30:00+00:00,265.92999267578125,267.58740234375,531.719970703125,266.0899963378906,267.80499267578125,533.3800048828125,265.04998779296875,266.8299865722656,531.5999755859375,265.7099914550781,267.07000732421875,532.6475219726562,3517895,2056353,1341774
2025-10-27 16:30:00+00:00,265.6199951171875,268.32000732421875,530.7949829101562,266.125,268.45989990234375,531.8300170898438,265.510009765625,267.3301086425781,530.4450073242188,265.94000244140625,267.6300048828125,531.7601928710938,3331147,1714036,1119767
2025-10-27 17:30:00+00:00,265.5950012207031,269.4599914550781,532.52001953125,266.0150146484375,269.7699890136719,532.5709838867188,265.510009765625,268.260009765625,530.701171875,265.6300048828125,268.3299865722656,530.8200073242188,2171755,2143246,1203788
2025-10-27 18:30:00+00:00,267.2749938964844,268.8399963378906,532.8300170898438,267.3999938964844,270.260009765625,533.6300048828125,265.4700012207031,268.6000061035156,532.2000122070312,265.5899963378906,269.4849853515625,532.5,4259189,2138145,1427951
2025-10-27 19:30:00+00:00,268.80999755859375,270.2200012207031,531.3599853515625,268.9200134277344,270.4599914550781,533.4400024414062,267.2099914550781,268.6300048828125,531.3599853515625,267.2699890136719,268.8349914550781,532.8101196289062,4121235,1595126,1208160
